item_name:string,description:text,price:float,header:string,menu_id:int
Salmon Maki,Salmon Roll,7.00 ,Makimono (6pcs per Roll),6
Salmon Skin Roll,Deep fried salmon skin with cucumber and radish sprout inside,8.50 ,Makimono (6pcs per Roll),6
Spicy Hamachi,Spicy yellow tail with cucumber inside,8.50 ,Makimono (6pcs per Roll),6
Spicy Scallop Roll,"Spicy scallop, avocado, and tobiko inside",8.50 ,Makimono (6pcs per Roll),6
Spicy Tuna Roll,"Spicy tuna with onion, and cucumber inside",8.50 ,Makimono (6pcs per Roll),6
Spicy Salmon Roll,Spicy salmon with avocado inside,8.50 ,Makimono (6pcs per Roll),6
Spider Roll,"Soft shell crab, cucumber, avocado, and tobiko inside",11.50 ,Makimono (6pcs per Roll),6
Supa Spicy Roll,"Spicy tuna and avocado wrapped with seaweed paper, lightly fried, topped with tobiko and spicy sauce",11.00 ,Makimono (6pcs per Roll),6
Tekka Maki,Tuna roll,7.00 ,Makimono (6pcs per Roll),6
Tempura Roll,Shrimp tempura and avocado inside,10.00 ,Makimono (6pcs per Roll),6
8 Piece Amami Special Roll,"Unagi and king crab inside, topped with avocado and unagi sauce.",15.50 ,Special Roll (8pcs per Roll),6
8 Piece Baked Scallop,"Crab meat and avocado inside, topped with spicy scallop and whole roll baked.",15.50 ,Special Roll (8pcs per Roll),6
8 Piece Butter Face Roll,"Spicy tuna and cucumber inside, wrapped with escolar, spicy sauce and wrapped soy paper.",15.00 ,Special Roll (8pcs per Roll),6
8 Piece Colorful Roll,"Escolar and avocado inside, topped with tuna, avocado and wasabi creamy sauce, wrapped with soy paper.",15.50 ,Special Roll (8pcs per Roll),6
8 Piece Crab Lover Roll,"Soft shell crabs inside, topped with avocado and snow crab.",14.50 ,Special Roll (8pcs per Roll),6
8 Piece Dark Dragon Roll,"Hamchi and cucumber inside, topped with unagi and a hint of spicy sauce.",14.50 ,Special Roll (8pcs per Roll),6
8 Piece Double Tuna Roll,"Spicy tuna and avocado inside, topped with tuna and wasabi sauce, wrapped with soy paper.",14.50 ,Special Roll (8pcs per Roll),6
8 Piece Dragon Roll,"Shrimp tempura inside, topped with BBQ eel and avocado.",15.50 ,Special Roll (8pcs per Roll),6
8 Piece L A Roll,"Shrimp tempura inside, topped with tuna and hamachi.",14.50 ,Special Roll (8pcs per Roll),6
8 Piece Lion King Roll,"Crab meat, avocado inside, topped with salmon and spicy mayo and whole roll baked.",15.50 ,Special Roll (8pcs per Roll),6
8 Piece Melted In The Mouth Roll,"Toro, avocado and green onion inside, topped with unagi, avocado, unagi sauce and a hint of spicy sauce.",18.00 ,Special Roll (8pcs per Roll),6
8 Piece Messy Roll,"Spicy hamachi and cucumber inside, topped with albacore and wasabi creamy sauce and wrapped with soy paper.",14.50 ,Special Roll (8pcs per Roll),6
8 Piece Polar Bear Roll,"Shrimp tempura and avocado inside, topped with escolar and spicy sauce.",15.00 ,Special Roll (8pcs per Roll),6
8 Piece Rainbow Roll,"Snow crab inside, topped with assorted fish.",15.50 ,Special Roll (8pcs per Roll),6
8 Piece Red and White Roll,"Soft shell crab and avocado inside, topped with hamachi, tuna and eel sauce.",15.50 ,Special Roll (8pcs per Roll),6
8 Piece Romeo and Juliet Roll,"Salmon and avocado inside, topped with scallop, spicy sauces, spicy mayo and tobiko, wrapped with soy paper.",16.00 ,Special Roll (8pcs per Roll),6
8 Piece Salmon Lover Roll,"Salmon skin and cucumber inside, topped with fresh salmon, avocado and eel sauce.",13.50 ,Special Roll (8pcs per Roll),6
8 Piece Snow White Roll,"Fatty tuna and avocado inside, topped with escolar and spicy sauce, wrapped with soy paper.",16.00 ,Special Roll (8pcs per Roll),6
8 Piece Super Scallop Roll,wrapped with soy paper.,15.00 ,Special Roll (8pcs per Roll),6
8 Piece Sun Rising Roll,"Spicy albacore insie, topped with salmon, avocado and creamy wasabi sauce, wrapped with soy paper.",14.50 ,Special Roll (8pcs per Roll),6
8 Piece Sunset Roll,"Soft, shell crab and cucumber inside, topped with tuna and spicy sauce.",15.00 ,Special Roll (8pcs per Roll),6
8 Piece Tiger Roll,"Shrimp, tempura inside, topped salmon and avocado.",14.50 ,Special Roll (8pcs per Roll),6
8 Piece Unagi Lover Roll,BBQ eel inside and outside.,16.50 ,Special Roll (8pcs per Roll),6
8 Piece Wild Boy Roll,"Spicy tuna and avocado inside, topped with scallop, tobiko and wasabi creamy sauce and wrapped with soy paper.",15.50 ,Special Roll (8pcs per Roll),6
8 Piece 49 Ers Roll,"Avocado and cucumber inside, topped with salmon and lemon slices.",14.00 ,Special Roll (8pcs per Roll),6
Chicken Udon,"Chicken, vegetable and udon noodle in clear broth.",12.00 ,Udon,6
Niku Udon,"Beef, vegetables and udon noodle in clear broth.",13.00 ,Udon,6
Nabiyaki Udon,"Assorted seafood, vegetable and udon noodle in clear brott.",14.00 ,Udon,6
Vegetable Udon,Vegetables and udon noodle in clear broth.,11.00 ,Udon,6
Tempura Udon,"Tempura shrimp and vegetables, with a plain udon noodle in clear broth.",13.00 ,Udon,6
Yaki Udon,Pan fried udon noodle with chicken and vegetables.,12.00 ,Udon,6
Zaru Soba,Cold buck wheat noodles with dipping sauce.,11.00 ,Udon,6
Chicken Teriyaki,Grilled chicken,14.00 ,Dinner Entree,6
Beef Teriyaki,Grilled beef steak,16.00 ,Dinner Entree,6
Salmon Teriyaki,Grilled salmon steak,16.00 ,Dinner Entree,6
Chicken Katsu,Deep fried chicken,14.00 ,Dinner Entree,6
Tonkatsu,Deep fried pork steak.,14.00 ,Dinner Entree,6
Saba Shioyaki,Grilled mackerel,13.00 ,Dinner Entree,6
Unagi Don,"Unagi over rice, comes with miso soup",19.00 ,Dinner Entree,6
Tempura Appetizer Combo,Chef choice.,21.00 ,Dinner Combo,6
Avocado Roll Combo,Chef choice.,19.00 ,Dinner Combo,6
(Deep Fried Imperial Rolls) Cha Gio,"Deep fried imperial rolls ,vermicelli ,letters,carrots,onion and house fish sauce.",9.00 ,Appetizers,7
(Tofu Roll) Dau Hu Coun,"Tofu, bean sprout, mint, Vermicelli roll in with rice paper and peanut sauce on the side",9.00 ,Appetizers,7
(Vietnamese Carpaccio) Bo Tai Chanh,"Thinly sliced raw beef marinated in lime juice with herbs, fried onion, and peanut.",11.00 ,Appetizers,7
(Fried Tofu) Dau Hu Chien,Fried tofu.,8.75 ,Appetizers,7
(Shrimp Roll) Goi Cuon Tom,"Shrimp rolls with vermicelli, lettuce, mint, and bean sprout.",10.00 ,Appetizers,7
(Grilled Pork Sausage Roll) Nem Nuong Cuon,"Grilled pork sausage roll with vermicelli, lettuce, mint, and bean sprout.",10.00 ,Appetizers,7
(Crispy Fish Roll) Ca Cuon,"Crispy fish roll with vermicelli, mint, and bean sprout roll in rice paper and house fish sauce.",10.00 ,Appetizers,7
(Grilled Pork Roll) Thit Nuong Cuon,"Grilled pork roll with vermicelli, lettuce, mint, and bean sprout.",10.00 ,Appetizers,7
Green Papaya Prawn Salad/Goi Du Du Tom,Cooked wing of a chicken coated in sauce or seasoning.,10.00 ,Appetizers,7
21 (Chicken Wings) Canh Ga Chien,"Shrimps Sweet onion, bean sprout in pan-seared rice flour with lettuce, mints, cucumber, and house fish sauce.",9.75 ,Appetizers,7
(Vietnamese Shrimp Crepe) Banh Xeo Tom,"Grilled chicken,Sweet onion, bean sprout in pan-seared rice flour with lettuce, mints, cucumber, and house fish sauce.",15.50 ,Appetizers,7
(Vietnamese Grilled chicken Crepe) Banh Xeo Ga Nuong,"Grilled Pork, Sweet onion, bean sprout in pan-seared rice flour with lettuce, mints, cucumber, and house fish sauce.",15.50 ,Appetizers,7
16.(Vietnamese Grilled Pork Crepe) Banh Xeo Thit Nuong,"Shrimps with lettuce, mints, cucumber and house fish sauce.",15.50 ,Appetizers,7
Shrimps Mini Pancake/ Banh Khot Tom,"Grilled Chicken with lettuce, mints, cucumber and house fish sauce.",16.00 ,Appetizers,7
Grilled Chicken Mini Pancake/ Banh Khot Ga Nuong,"Grilled Pork with lettuce, mints, cucumber and house fish sauce.",16.00 ,Appetizers,7
(Grilled Pork) Banh Mi Thit Nuong Sandwich,"Grilled pork with carrot, cucumber, cilantro, and jalapeno.",10.00 ,Vietnamese Sandwiches,7
(Tofu Sandwich) Banh Mi Dau Hu Sandwich,"Tofu with carrot, cucumber, cilantro, and jalapeno. Vegetarian.",9.00 ,Vietnamese Sandwiches,7
(Fried Fish Sandwich) Banh Mi Ca Sandwich,"Fried fish with carrot,5 cucumber, cilantro, and jalapeno.",10.50 ,Vietnamese Sandwiches,7
(Eggplant Sandwich) Banh Mi Ca Tim Sandwich,"Eggplant with carrot, cucumber, cilantro, and jalapeno.",9.00 ,Vietnamese Sandwiches,7
(Banh Mi Ga Nuong) Banh Mi Ga Sandwich,"Grilled chicken with carrot, cucumber, cilantro, and jalapeno.",10.00 ,Vietnamese Sandwiches,7
(Beef Sandwich) Banh Mi Bo Sandwich,"Beef with carrot, cucumber, cilantro, and jalapeno.",10.50 ,Vietnamese Sandwiches,7
**** Crispy Chicken Sandwish / Banh Mi Ga Chien,"Fried chicken with carrot, cucumber, cilantro, jalapeno, mayo, and sweet chili sauce.",10.50 ,Vietnamese Sandwiches,7
36 combo pork,"cold cut combo with carrot, cucumber, cilantro, and jalapeno.",10.00 ,Vietnamese Sandwiches,7
(Grilled Chicken Over Rice) Com Ga,"Grilled chicken with Letters, carrots,cucumber and house Fish sauce.",13.00 ,Steam Rice Plates,7
"(Grilled Pork Chop Combo Over Rice) Com Suon, Cha Gio, and Trung","Grilled pork chop with deep fried imperial roll, and fried egg with Letters, carrots,cucumber and house Fish sauce.",16.00 ,Steam Rice Plates,7
(Five Spice Chicken Over Rice) Com Ga Ngu Vi,"Five spice chicken with Letters, carrots,cucumber and house Fish sauce.",15.00 ,Steam Rice Plates,7
(Grilled Pork Chop Over Rice) Com Suon,"Grilled pork chop with Letters, carrots,cucumber and house Fish sauce.",14.00 ,Steam Rice Plates,7
"(Grilled Chicken Combo Over Rice) Com Ga, Cha Gio, and Trung","Grilled chicken, deep fried imperial roll, and fried egg with Letters, carrots,cucumber and house Fish sauce.",16.00 ,Steam Rice Plates,7
(Short Rib Over Rice) Com Suon Bo Dai Han,"Grilled Short rib with Letters, carrots,cucumber and house Fish sauce.",16.00 ,Steam Rice Plates,7
(Grilled Beef Over Rice) Com Bo,"Grilled beef with Letters, carrots,cucumber and house Fish sauce.",14.00 ,Steam Rice Plates,7
"(Grilled Beef Combo Over Rice) Com Bo, Cha Gio, and Trung","grilled beef, deep-fried imperial roll, and fried egg with Letters, carrots,cucumber and house Fish sauce.",16.00 ,Steam Rice Plates,7
Com Suon and Dau Hu Ky,"Pork chop and tofu skin with Letters, carrots,cucumber and house Fish sauce.",16.00 ,Steam Rice Plates,7
(Five Spice Chicken Soup) Pho Ga Ngu Vi,"5 spice chicken soup with beansprouts,cilantro, Lime and jalapeno on the side.",16.00 ,Pho,7
(Gilled Chicken Pho) Mi Ga Nuong,"serve with beansprouts, basil, Lime and jalapeno on the side.",16.00 ,Pho,7
(Rare Beef Pho) Pho Tai,"serve with beansprouts,basil, Lime and jalapeno on the side.",14.00 ,Pho,7
(Crab Paste Tomato Soup) Bun Rieu,"Crab paste and tomato vermicelli serve with Cabbage,cilantro, Lime and jalapeno on the side.",15.00 ,Pho,7
(Chicken Pho) Pho Ga,"serve Flat Noddle cilantro, with beansprouts, Lime and jalapeno on the side.",14.00 ,Pho,7
(Spicy Beef Pho) Bun Bo Hue,"serve with Cabbage,cilantro, Lime and jalapeno on the side.",15.00 ,Pho,7
(Sliced Pork Pho) Pho Thit Nuong,"serve with beansprouts ,basil, Lime and jalapeno on the side.",16.00 ,Pho,7
Bo Kho/ Beef Stew,"serve with beansprouts, basil, Lime and jalapeno on the side.",13.00 ,Pho,7
Pho Hai San / Seafood noodle soup,"Shrimps, Mussel ,squids and fish balls serve with beansprouts ,cilantro, Lime and jalapeno on the side.",17.00 ,Pho,7
(Grilled Pork & Imperial Roll Vermicelli) Bun Cha Gio Thit Nuong,"Imperial roll and Grilled pork, vermicelli with lettuce, bean sprout, mints, carrots, and peanuts.",16.00 ,Vermicelli,7
(Grilled Chicken & Imperial Roll Vermicelli) Bun Cha Gio Ga Nuong,"Imperial roll and Grilled Chicken, vermicelli with lettuce, bean sprout,mints,carrots and peanuts.",16.00 ,Vermicelli,7
(Chicken Garlic Noodle) Mi Toi Ga,"Shrimps garlic noddle with lettuce, carrot, and cucumber.",16.00 ,Vermicelli,7
(Grilled Shrimp Steamed Vermicelli) Banh Hoi Tom Nuong,"Grilled shrimps with steamed vermicelli, lettuce, cucumber, carrot, and mint.",16.00 ,Vermicelli,7
( Pan fried Beef & Imperial Roll Vermicelli) Bun Cha Gio Bo Nuong,"Serve with lettuce, bean sprout ,mints ,carrots and peanuts.",17.00 ,Vermicelli,7
(Tofu Vermicelli) Bun Dau Hu,"Tofu, vermicelli with lettuce, bean sprout,mints,carrots, and peanuts.",15.00 ,Vermicelli,7
(Grilled Pork Steamed Vermicelli) Banh Hoi Thit Nuong,"Grilled slice pork with steamed rice vermicelli and lettuce, cucumber, mint, and carrot.",16.00 ,Vermicelli,7
(Grilled Shrimp & Imperial Roll Vermicelli) Bun Cha Gio Tom Nuong,"Imperial roll and Grilled Shrimps, vermicelli with lettuce, bean sprout,mints,carrots and peanuts.",16.00 ,Vermicelli,7
(Grilled Shrimp Garlic Noodle) Mi Toi Tom,"Grilled Shrimps garlic noddle with lettuce, carrot, and cucumber.",16.00 ,Vermicelli,7
( Pan Fried Beef Steamed Vermicelli) Banh Hoi Bo Nuong,"Pan Fried beef with steamed rice vermicelli with lettuce, mint, carrot, and cucumber.",16.00 ,Vermicelli,7
(Grilled Slice Pork Garlic Noodle) Mi Toi Thit Nuong,"Grilled Pork garlic noodle with lettuce, carrot, and cucumber.",16.00 ,Vermicelli,7
(Deep Fried Imperial Roll) Cha Gio 1 roll,Deep-fried imperial roll.,3.00 ,Side Orders,7
(Fried Egg) Trung Chien,Fried egg.,3.00 ,Side Orders,7
Ca Phe Phin,Vietnamese iced coffee.,5.00 ,Beverages,7
Coconut Juice,Coffee and sweetened condensed milk.,3.50 ,Beverages,7
Hummus and Chapati,Vegan.,5.95 ,Appetizers,8
Chicken Nuggets,Vegan.,7.95 ,Appetizers,8
Samosas,Two delicious fried pastries filled with potato pea curry and served with the chutney of the day.,7.95 ,Appetizers,8
Portobello Quesadilla,A yellow chipotle tortilla filled with sauteed portobello and melted sharp cheddar cheese with a side of salsa.,9.50 ,Appetizers,8
Nachos,"Corn chips with sharp cheddar cheese and black beans, topped with our homemade salsa, guacamole, and sour cream.",10.95 ,Appetizers,8
"Chips, Salsa, and Guacamole",Vegan.,5.50 ,Appetizers,8
Tacos,Vegan.,8.95 ,Appetizers,8
Satay Skewers,Served with peanut sauce. Vegan.,8.50 ,Appetizers,8
Cup of Red Lentil Dal Soup,Our signature spicy Indian lentil soup.,6.95 ,Soups,8
Bowl of Red Lentil Dal Soup,Served with a slice of sprouted 9-grain bread and butter on the side.,7.95 ,Soups,8
Cup of Soup of the Day,Anandafuara.com for Soup of the Day,6.50 ,Soups,8
Bowl of Soup of the Day,Anandafuara.com for Soup of the Day,7.95 ,Soups,8
Soup and Salad Combo,Vegan if the soup of the day is vegan.,11.50 ,Salads,8
Dinner Salad,Vegan.,8.50 ,Salads,8
Enchanted Garden Salad,Vegan.,13.95 ,Salads,8
Regular Ensalada Mexicana,"Corn tortillas, black beans, brown rice, and ranchero sauce topped with red lettuce, carrots, beets, sharp cheddar cheese, salsa, guacamole, sour cream, and your choice of dressing.",11.95 ,Salads,8
Ensalada Mexicana,"Corn tortillas, black beans, brown rice, and ranchero sauce topped with red lettuce, carrots, beets, sharp cheddar cheese, salsa, guacamole, sour cream, and your choice of dressing.",12.95 ,Salads,8
Greek Spinach Salad,Served with whole wheat flat bread and your choice of dressing.,12.95 ,Salads,8
Infinite Bleu Salad,With bleu cheese or your choice of dressing.,12.95 ,Salads,8
Veggie Chicken Kale Caesar,Vegan.,13.95 ,Salads,8
Neatloaf Sandwich,"Topped with our tangy tomato-based sauce. Includes lettuce, tomato, and our tasty tofu-tamari spread.",14.95 ,Sandwiches,8
Veggie Burger,"Includes lettuce, tomato, and our tasty tofu-tamari spread. Vegan.",12.95 ,Sandwiches,8
Terriyaki Beyond Burger,Served with sweet potato fries and spicy vegan cashew aioli.,14.95 ,Sandwiches,8
Chicken Salad Sandwich,Vegan.,12.95 ,Sandwiches,8
Fresh Mozzarella and Pesto Sandwich,Fresh mozzarella and pesto with tomato on ciabatta bread with your choice of a small green salad or the garnish of the day.,12.95 ,Sandwiches,8
B.A.L.T.,Please note this item is not vegan as the veggie bacon has egg whites.,13.95 ,Sandwiches,8
BBQ Beyond Burger,Served with sweet potato fries and spicy vegan cashew aioli.,14.95 ,Sandwiches,8
Veggie Sausage and Mozzarella Sandwich,"Veggie sausage and melted mozzarella, and our homemade tomato sauce on a ciabatta roll and served with your choice of a small green salad or the garnish of the day.",14.50 ,Sandwiches,8
BBQ Tofu Burger,"Includes lettuce, tomato, and our tasty tofu-tamari spread. Vegan.",8.95 ,Sandwiches,8
Soy Chicken Salad Sandwich,Includes our tasty tofu-tamari spread. Vegan.,10.50 ,Sandwiches,8
Soy Turkey Club,"Includes lettuce, tomato, and our tasty tofu-tamari spread.",10.75 ,Sandwiches,8
Teriyaki Mushroom Boca Burger,"Includes lettuce, tomato, and our tasty tofu-tamari spread. Vegan.",10.95 ,Sandwiches,8
Curry Wrap,See our website (anandafuara.com) for today's curry.,13.95 ,Wraps,8
Chicken Pesto Wrap,"Vegetarian chicken chunks with homemade pesto, mozzarella cheese, fresh spinach, and tomatoes in a yellow chipotle tortilla.",14.95 ,Wraps,8
Portobello Wrap,"Sauteed portobello mushrooms with roasted red bell peppers, onions, garlic, fresh baby spinach, and mozzarella cheese in a yellow chipotle tortilla.",14.95 ,Wraps,8
Super Burrito,"Yellow chipotle tortilla with black beans, sharp cheddar cheese, brown rice, ranchero sauce, guacamole, sour cream, and salsa.",13.95 ,Wraps,8
Falafel,Vegan.,10.50 ,Wraps,8
Mediterranean Roll-Up,Vegan.,12.95 ,Wraps,8
"Sour Cream, Butter and Scallions",Vegan.,7.50 ,Baked Potatoes,8
"Mushrooms, Broccoli and Onions",Please call restaurant for daily selection or see Anandafuara.com,9.95 ,Baked Potatoes,8
Special of the Day,"Medley of carrots, zucchini, mushrooms, peas, and corn layered with mashed potatoes and jack cheese on top. Served with a piece of corn bread.",16.95 ,All Day Dinners,8
Neatloaf Dinner,Served with mashed potatoes and mushroom gravy.,16.95 ,All Day Dinners,8
Curry Dinner,Vegan option if the curry is vegan. See our website (anandafuara.com) for today's curry.,15.95 ,All Day Dinners,8
Mushroom and Caramelized Onion Ravioli Dinner,"Ravioli stuffed with mushrooms, onion, vegan breadcrumbs, extra virgin olive oil, spices, and covered with a zesty marinara sauce and served with two slices of toasted garlic bread",14.95 ,All Day Dinners,8
Samosa Dinner,Make vegan will omit raita.,14.95 ,All Day Dinners,8
Steamed Vegetables Dinner,"A medley of carrots, zucchini, cauliflower, and broccoli served overbrown rice with lemon butter sauce.",14.95 ,All Day Dinners,8
Soup and Salad Combo Lunch,Vegan if the soup of the day is vegan.,12.50 ,Lunch Specials,8
Neatloaf and Soup Combo Lunch,Cup of soup or dal shares a plate with 1 slice of neatloaf and our tangy neatloaf sauce.,11.95 ,Lunch Specials,8
Neatloaf and Salad Combo Lunch,"Comes with mixed greens, red lettuce, carrots, cucumbers, and beets.",11.95 ,Lunch Specials,8
Curry and Soup Combo Lunch,Vegan if the soup of the day is vegan. See our website (anandafuara.com) for today's curry.,12.50 ,Lunch Specials,8
